geoname,,,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
Virginia,,,0.03447,0.02986,-0.00727,0.08003,-0.1575,0.22458,0.00202,0.16159,0.0929,0.34562,0.33172,0.377,-0.333333333
Virginia,,,-0.00809,-0.00055,0.2145,-0.00556,0.00723,0.05308,0.22537,0.0708,0.1551,0.10847,0.49669,0.568,-0.658333334
Virginia,,,-0.00121,0.00588,-0.11738,0.01366,0.40649,0.07861,-0.00666,0.09755,0.1025,0.13779,0.3034,0.343,-0.25
Virginia,,,-0.03626,-0.01221,-0.07141,-0.1317,0.02798,0.11005,-0.08983,-0.1106,-0.0756,0.10749,0.13005,0.006,3.75
Virginia,,,0.02965,0.0221,0.12253,0.17628,0.50485,0.15641,0.32339,0.20855,0.509,0.02804,0.77093,-0.612,-2.625
Virginia,,,0.0252,0.00605,0.15968,0.04087,0.26755,-0.15512,0.38246,0.16287,0.4054,-0.22043,0.48594,-0.138,-1.05
Washington,,,0.0046,0.0108,0.0656,0.0616,0.4547,0.1461,0.0358,0.0635,0.1734,0.2389,0.1261,0.382,-0.108333334
Washington,,,0.026,0.0069,0.1367,-0.0436,0.922,0.0509,0.2205,0.0488,0.1403,0.1487,0.0383,-0.487,-0.008333333
Washington,,,0.0485,-0.0065,0.1609,0.0131,-0.7362,0.0325,0.0969,0.0392,0.1576,0.2011,0.1206,-0.726,0.266666667
Washington,,,-0.0479,-0.0197,-0.3738,-0.0622,-0.2186,0.168,0.0873,0.0445,0.046,-0.0114,0.1029,-0.156,0.916666666
Washington,,,0.0515,-0.0037,0.0277,-0.0179,0.1391,0.1463,-0.0523,0.0726,0.0668,0.0405,0.0625,0.336,1.066666667
Washington,,,0.0508,0.0094,-0.2516,0.0134,0.1019,0.0949,-0.0084,0.0389,0.1279,0.2044,0.0079,0.21,0.158333333
Washington,,,-0.0125,-0.0083,-0.0137,0.1192,0.0498,-0.0588,0.0363,0.0576,0.1522,0.173,0.1008,0.182,-0.933333333
Washington,,,0.0309,0.0262,0.8128,0.0592,0.1817,0.0728,0.2086,0.0439,0.1574,0.1992,0.0594,-0.104,-0.708333333
Washington,,,0.0728,0.0183,0.1506,0.0563,0.0723,0.0114,0.171,0.0652,0.1644,0.1568,0.0518,0.365,-0.591666667
Washington,,,-0.0479,-0.0158,0.465,-0.0019,0.6502,-0.0044,0.4414,0.0384,0.1475,0.0724,0.2111,0.267,-0.4
Washington,,,-0.0054,-0.0365,-0.151,-0.0084,0.0752,-0.0198,0.1461,0.156,0.1008,-0.0447,0.1553,-0.472,0.691666667
Washington,,,0.0695,-0.0011,0.011,-0.029,-0.2522,0.128,-0.0721,0.0447,-0.096,-0.3608,-0.1722,0.528,2.975
Washington,,,0.002,-0.0048,0.1677,0.0632,0.0403,-0.0517,0.0541,0.0323,0.0686,0.1911,0.0781,-0.66,0.866666666
Washington,,,-0.02,-0.0065,-0.1042,0.0093,0.218,-0.0216,0.091,0.0136,0.1154,0.1097,0.0565,-0.134,-0.608333333
Washington,,,-0.0045,-0.0075,0.1147,0.0158,0.2799,0.0095,0.0252,0.0797,0.0915,0.1562,0.0692,0.527,-0.883333333
Washington,,,-0.0319,0.003,0.0627,0.0027,0.1499,-0.0919,0.1939,0.066,0.1025,0.229,0.0227,0.12,-1.008333334
Washington,,,0.0105,0.0069,0.0593,-0.0063,0.1617,0.0148,0.2747,0.0593,0.1365,0.2319,0.0807,-0.697,-0.708333333
Washington,,,0.0386,-0.0055,-0.0877,-0.0329,0.3348,-0.0031,0.2099,0.1153,0.1074,0.3249,0.0226,0.995,-0.491666667
Washington,,,0.17388,0.00205,0.98496,0.39918,1.51441,0.59657,0.95396,0.57829,0.1281,1.06662,0.68033,0.296,-0.208333333
Washington,,,0.07254,0.00475,0.20086,0.05991,0.87415,0.06578,0.46677,0.14674,0.2085,0.57455,0.44504,0.779,-0.216666667
Washington,,,0.00891,-0.01162,0.27832,0.03291,1.45441,0.04343,0.06385,0.11849,0.1381,0.4041,0.22323,0.176,-0.191666667
Washington,,,0.00848,-0.00479,-1.28148,-0.21019,1.84028,0.19718,0.11403,-0.11323,-0.0994,0.46699,0.17022,-0.22,4.216666667
Washington,,,-0.13981,0.00183,0.06932,0.18451,1.33108,0.13318,0.7276,0.18458,0.5947,-0.03372,0.86365,0.28,-3.241666667
Washington,,,0.01308,-0.00135,-0.03585,0.09528,1.21234,-0.12346,0.35957,0.10353,0.4412,-2.56532,0.51784,-0.508,-1.033333333
West Virginia,,,0.0007,0.1156,-0.0322,0.0083,0.0034,0.003,-0.0077,0.0026,0.0769,0.0587,0.0071,-0.197,-0.3
West Virginia,,,-0.0006,-0.0523,0.0636,-0.0005,0.0006,0.0298,0.0232,0.0096,0.097,0.0189,0.0065,0.339,-0.233333333
West Virginia,,,0.0049,0.0289,-0.0995,-0.0019,0.0012,0.0067,0.0107,0.0089,0.1076,0.0052,-0.001,-0.144,-0.875
West Virginia,,,-0.0045,-0.1056,0.0259,-0.0024,0.0122,0.0035,0.0095,0.0199,0.079,0.0222,0.0145,-0.106,1.066666666
West Virginia,,,0.0019,-0.0281,-0.017,0.0073,0.0119,-0.0139,-0.0207,0.007,0.0847,0.0194,0.0018,0.424,0.108333334
West Virginia,,,0.0042,0.0216,0.0072,0.0113,0.0078,-0.0053,-0.0023,0.0139,0.125,0.0053,0.0084,-0.031,-0.8
West Virginia,,,0.0028,0.0199,0.0259,0.0103,0.0078,0.0159,0.0081,0.0042,0.1161,0.0368,-0.0009,0.304,-0.341666667
West Virginia,,,-0.001,0.0065,0.0006,0.0073,0.0021,0.0122,0.009,0.0228,0.098,0.0145,0.0082,0.128,-0.225
West Virginia,,,-0.0082,0.0478,-0.0552,-0.001,0.0145,0.0081,0.0309,-0.0058,0.1002,-0.0166,0.0079,0.367,-0.375
West Virginia,,,0.001,0.0674,-0.0022,0.0103,0.002,-0.01,0.0222,0.0299,0.1027,-0.0086,0.022,-0.743,-0.075
West Virginia,,,0.0015,-0.0343,0.0566,-0.0184,-0.0108,0.01,0.0168,0.0133,0.036,-0.029,-0.0229,0.35,3.55
West Virginia,,,-0.0014,0.0959,-0.0465,0.0076,0.003,-0.0118,0.0682,-0.0076,0.1093,0.0225,-0.0126,0.226,0.333333333
West Virginia,,,0.0022,0.082,-0.0009,0.0077,0.002,0.0115,-0.0193,0.0128,0.1277,0.0005,0.0062,-0.289,-0.808333333
West Virginia,,,-0.0038,-0.1669,-0.0122,-0.0023,-0.0058,-0.0057,0.0288,0.0189,0.077,0.0072,0.0033,0.115,-0.566666667
West Virginia,,,0.004,0.0821,0.0301,-0.0084,-0.0008,-0.0132,-0.0129,0.0054,0.0639,0.0011,-0.0032,-0.124,-0.541666666
West Virginia,,,0.0026,0.1051,-0.0282,-0.0055,-0.0009,0.0229,-0.013,-0.0033,0.075,-0.0114,-0.0011,-0.5,-0.216666667
West Virginia,,,0.0014,0.1076,0.0118,-0.0105,0.0091,-0.008,0.0041,0.0217,0.0965,0.009,-0.0009,0.4,0.083333333
West Virginia,,,0.00147,-0.50941,0.06129,0.03045,0.00186,0.0561,0.10027,0.1119,0.1176,0.06328,0.05755,0.138,-0.491666666
West Virginia,,,0.00934,0.16763,0.04463,0.01794,-0.01779,0.00635,0.04709,0.04349,0.0826,0.0859,0.04244,0.215,-0.883333334
West Virginia,,,-0.00229,-0.0094,0.02342,-0.00704,-0.00014,0.00748,0.01753,0.01489,0.1587,0.00649,0.02518,0.309,-0.041666666
West Virginia,,,-0.00728,-0.0028,0.00183,-0.01811,-0.00464,-0.00692,-0.00536,-0.0114,-0.025,-0.01425,-0.05734,-0.259,3.341666667
West Virginia,,,0.00153,0.01116,0.00824,0.01836,0.02275,0.00731,-0.00151,0.03052,0.3878,-0.0411,0.0267,-0.808,-3.166666667
West Virginia,,,-0.00629,0.09178,-0.00708,-0.01201,0.01101,-0.00063,0.01892,0.01382,0.3187,-0.05012,0.02636,0.196,-1.191666666
Wisconsin,,,0.0304,0.0038,0.1504,0.0045,0.0531,0.1038,-0.0521,0.0041,0.1034,0.2681,-0.0209,0.202,-0.191666667
Wisconsin,,,0.0111,0.011,0.1448,0.0314,0.0058,0.084,0.108,0.0434,0.1259,0.1241,0.0445,0.579,-0.208333333
Wisconsin,,,-0.0098,0.0027,0.1419,0.0302,-0.0354,0.1142,0.0477,0.0483,0.1412,0.0981,0.0097,-0.346,0.316666667
Wisconsin,,,0.0336,-0.002,-0.185,-0.0159,0.0549,0.0023,0.1524,0.0819,0.0889,0.0582,0.0606,-0.119,1.041666666
Wisconsin,,,0.0053,0.004,0.0094,-0.0013,0.0653,0.0309,0.0568,0.0845,0.0813,0.1145,0.0472,-0.001,0.891666667
Wisconsin,,,0.0139,0.0021,0.1496,0.0252,0.0194,0.0844,0.0305,0.0685,0.1247,0.0551,0.0152,-0.09,0.291666667
Wisconsin,,,0.0134,0.0015,0.2105,0.0402,0.0891,0.1125,0.0025,0.0864,0.1401,0.0035,0.029,-0.252,-0.641666667
Wisconsin,,,0.0147,-0.0121,0.0737,0.0264,0.0522,0.1821,0.1162,0.0186,0.1322,0.0607,0.0076,-0.347,-0.233333333
Wisconsin,,,0.0174,0.0042,0.3108,0.0197,0.0211,-0.0338,-0.0288,0.0508,0.129,0.0272,0.032,0.805,-0.066666667
Wisconsin,,,-0.0191,-0.009,-0.0303,-0.0525,0.0697,0.1065,0.1198,-0.0079,0.0972,-0.0549,0.0394,-0.237,0.15
Wisconsin,,,-0.033,-0.0075,-0.3721,-0.0381,0.0272,-0.2038,0.1029,0.1134,0.0787,-0.0086,0.0884,-0.258,0.158333333
Wisconsin,,,-0.0161,0.0013,-0.5002,-0.0506,-0.0175,0.187,0.1443,0.0513,-0.0476,-0.2152,-0.0615,0.032,3.975
Wisconsin,,,0.0709,0.0054,0.3595,0.0615,0.0007,-0.0269,0.1111,-0.0517,0.0985,0.0014,-0.0052,-0.207,-0.458333333
Wisconsin,,,0.02,-0.0121,0.1785,0.0261,0.0171,0.0293,0.0857,0.0599,0.107,0.0333,0.0165,0.018,-0.966666667
Wisconsin,,,-0.0517,0.0034,0.2145,-0.0021,-0.0049,0.0591,0.0116,0.0246,0.0497,0.0007,0.0208,0.002,-0.608333333
Wisconsin,,,0.0342,0.0217,0.022,0.0168,0.0599,-0.1232,-0.0673,0.0532,0.0697,0.1367,-0.0032,-0.245,-0.283333333
Wisconsin,,,0.0413,0.0256,-0.0063,0.0056,0.0245,0.2155,-0.0177,-0.0138,0.1086,0.1082,0.0234,0.679,-1.291666667
Wisconsin,,,-0.011,0.0469,-0.1377,-0.0286,0.0634,0.0198,0.0527,0.0678,0.0816,0.1104,0.0537,-0.316,-0.925
Wisconsin,,,0.06557,-0.03359,0.57172,0.14535,0.1632,0.7137,0.36593,0.31228,0.0947,0.3782,0.31035,0.468,-0.516666667
Wisconsin,,,0.02984,-0.04467,-0.08484,0.11998,-0.05504,0.10335,0.11511,0.16238,0.1476,0.26979,0.06933,0.308,-0.65
Wisconsin,,,0.01746,0.03662,0.08878,0.00025,0.0407,-0.01233,0.02393,0.08376,0.1378,0.11322,0.10511,-0.246,-0.283333333
Wisconsin,,,-0.02286,-0.03038,0.12647,-0.00695,0.16337,0.09436,-0.04631,0.09433,0.1021,-0.08047,0.10305,0.433,0.191666667
Wisconsin,,,0.04746,-0.02007,-0.23169,-0.03398,0.0108,-0.23467,-0.09731,-0.08314,-0.1023,0.0841,-0.04996,-0.074,3.225
Wisconsin,,,-0.0292,-0.00442,0.28982,0.07427,0.12879,-0.01634,0.13184,0.09863,0.5061,-0.06338,0.19407,-0.056,-2.55
Wisconsin,,,0.01572,0.01432,-0.19561,-0.041,0.14233,0.03223,0.0424,0.07608,0.3793,-0.12333,0.14368,-0.209,-0.908333334
Wyoming,,,-0.0072,0.0058,0.0087,0.0072,0.0011,0.0041,0.0053,0.0023,0.1221,0.0209,0.0084,0.233,0.008333334
Wyoming,,,0.0099,0.0092,-0.0074,0.0047,0.0033,-0.009,0.0122,0.0049,0.1382,0.0109,0.0029,0.211,-0.083333334
Wyoming,,,0.0018,0.002,0.0104,0.009,-0.0018,0.0124,0.001,0.0051,0.1413,0.0159,0.0016,0.176,-0.958333333
Wyoming,,,0.0019,0.1205,0.0375,-0.0063,0.0006,-0.0019,0.011,0.0023,0.0888,0.0029,0.0084,-0.126,0.066666667
Wyoming,,,-0.0078,-0.0031,-0.0396,-0.0027,0.0046,0.0025,0.0171,0.0064,0.0749,0.0145,0.0094,-0.07,0.191666666
Wyoming,,,0.0091,0.0154,0.0188,0.0144,0.0024,-0.0045,-0.0055,0.0049,0.1402,0.0103,-0.0078,0.298,0.316666667
Wyoming,,,-0.0051,0.0519,0.0116,0.0175,0.0039,-0.0037,0.0171,0.0049,0.1739,-0.0011,-0.0051,0.264,-0.483333333
Wyoming,,,0.0052,0.0501,-0.0031,0.0149,0.0023,0.005,0.0128,0.0033,0.1906,0.0214,0.0012,-0.288,-0.3
Wyoming,,,0.0021,0.1707,0.0242,0.0261,0.0039,0.0048,0.0081,0.0073,0.1887,0.0272,0.0063,0.144,-0.533333334
Wyoming,,,-0.0162,0.0285,0.0361,0.0087,0.0061,0.0085,0.0252,0.0041,0.1998,0.0231,0.0061,0.068,-0.316666666
Wyoming,,,0.0041,0.0858,0.0486,0.0192,0.0028,-0.0008,0.0221,0.0114,0.0613,0.0175,0.011,0.369,0.241666666
Wyoming,,,0.0056,0.069,-0.1036,-0.0214,0.0025,0.0016,0.0186,-1.00E-04,-0.0674,-0.0279,-0.0067,-0.086,3.325
Wyoming,,,0.0068,-0.1053,0.0016,0.0146,-0.0004,-0.0031,0.0239,0.0021,0.0519,-0.0112,-0.0001,-0.129,0.683333334
Wyoming,,,0.0091,-0.0419,-0.0007,-0.0065,0.0003,0.0125,0.0141,0.0009,0.1839,0.0074,0.0016,0.087,-0.808333334
Wyoming,,,-0.0211,-0.1728,-0.0062,0.0139,1.00E-04,0.0097,0.0206,0.0026,0.1033,0.0237,0.0031,0.242,-0.633333333
Wyoming,,,0.0101,0.0112,-0.0057,0.0006,0.0021,-0.0083,0.003,-0.0007,0.0845,0.0089,-0.0016,1.133,-0.766666667
Wyoming,,,0.0095,-0.005,0.0047,0.0116,-0.0019,0.0176,0.0126,-0.0003,0.1841,0.0054,0.0045,-1.538,-0.391666666
Wyoming,,,0.0007,-0.0011,0.0156,-0.0103,0.004,-0.0113,0.0046,0.0015,0.0089,0.0019,-0.0022,0.639,-0.133333334
Wyoming,,,0.00923,-0.31891,0.00288,0.06503,0.00497,0.00569,0.01787,0.01964,0.0799,0.00776,0.01251,-0.436,1.125
Wyoming,,,0.00044,0.07612,0.02202,0.02535,-0.00113,0.00539,0.01236,0.00359,0.1019,-0.00697,0.00722,0.081,-1.008333333
Wyoming,,,0.00775,-0.02747,0.02655,0.02187,0.00274,0.00103,0.00338,0.00296,0.1417,-0.00047,0.00874,0.209,-0.266666667
Wyoming,,,-0.00083,0.02772,0.04968,-0.0422,0.00506,-0.00138,-0.01211,0.00225,0.0974,0.0072,0.01093,0.19,-0.341666666
Wyoming,,,-0.00313,-0.06762,-0.05593,-0.02113,-0.00328,-0.00048,-0.02184,-0.00019,0.0424,-0.01935,-0.00592,-0.041,2.183333333
Wyoming,,,-0.00942,-0.08233,0.03508,0.03942,0.01076,0.02017,0.01278,-0.00062,0.4572,-0.01132,0.01506,0.284,-1.275
Wyoming,,,0.0037,0.02683,-0.00871,-0.00742,0.00663,-0.00151,0.01687,0.00273,0.3545,-0.01047,0.01755,-0.353,-1.058333333
